expt_name,subjectID,order,age,iswomen,sessionNumber,game,gameLength,uc,m1,m2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10
dlpfc,17,0,24,1,2,27,5,2,64,60,69,62,63,61,77,,,,,,2,1,2,1,2,,,,,,,,,,0.7416049,,,,,
dlpfc,17,0,24,1,2,28,10,2,60,40,47,31,52,49,63,41,69,34,71,47,1,2,1,2,1,2,1,2,1,2,,,,,0.5544857,0.7130197,0.4479962,0.6263536,0.4430785,0.4430785
dlpfc,17,0,24,1,2,29,10,2,36,40,51,29,39,35,40,38,41,37,47,30,2,1,1,2,2,1,1,2,2,1,,,,,1.3126448,0.3845036,1.6792195,2.466812,4.5318106,4.5318106
dlpfc,17,0,24,1,2,30,10,1,36,40,24,36,39,44,43,47,39,39,25,33,2,1,1,1,2,2,2,1,1,1,,,,,0.3833419,0.3742376,1.3361845,0.4358555,0.3606334,0.3606334
dlpfc,17,0,24,1,2,31,5,3,36,40,44,30,27,49,30,,,,,,2,1,2,2,1,,,,,,,,,,3.1901069,,,,,
dlpfc,17,0,24,1,2,32,5,2,52,60,54,54,68,67,61,,,,,,1,2,2,1,2,,,,,,,,,,1.718195882,,,,,
dlpfc,17,0,24,1,2,33,10,2,40,52,48,24,41,47,55,39,45,56,57,42,2,1,1,2,2,1,1,2,2,1,,,,,1.694742168,0.3875533,1.2723331,0.6397705,4.8080421,4.8080421
dlpfc,17,0,24,1,2,34,10,1,48,60,43,45,35,67,64,66,55,51,42,48,1,1,1,2,2,2,1,1,1,2,,,,,0.4194444,1.2386876,0.4361998,0.5131519,3.2062037,3.2062037
dlpfc,17,0,24,1,2,35,10,3,36,40,40,37,39,55,33,33,30,40,25,48,1,2,2,2,1,1,1,2,2,2,,,,,1.9070364,0.3672423,3.0938169,0.3146957,0.5704409,0.5704409
dlpfc,17,0,24,1,2,36,5,3,52,60,56,52,75,62,43,,,,,,2,1,2,2,1,,,,,,,,,,2.6867973,,,,,
dlpfc,17,0,24,1,2,37,10,2,32,40,37,38,50,33,40,35,30,14,41,43,2,2,1,1,2,2,1,1,2,2,,,,,0.4591915,0.5720877,0.4568963,1.7528388,0.5615096,0.5615096
dlpfc,17,0,24,1,2,38,5,3,60,56,71,52,40,53,81,,,,,,1,2,2,2,1,,,,,,,,,,4.3645481,,,,,
dlpfc,17,0,24,1,2,39,5,2,32,40,28,21,36,46,35,,,,,,1,1,2,2,1,,,,,,,,,,0.6777906,,,,,
dlpfc,17,0,24,1,2,40,5,2,60,40,64,35,76,36,54,,,,,,1,2,1,2,1,,,,,,,,,,0.7305189,,,,,
dlpfc,17,0,24,1,2,41,10,3,40,60,63,46,49,63,68,47,53,65,25,60,2,2,1,2,2,1,2,2,1,2,,,,,1.168080764,4.7097207,1.0096052,0.6426075,1.1629398,1.1629398
dlpfc,17,0,24,1,2,42,10,1,60,64,51,66,47,80,72,64,57,49,63,53,1,1,1,2,2,2,1,1,1,2,,,,,0.4101116,0.7587072,0.4000643,0.1758735,1.2628239,1.2628239
dlpfc,17,0,24,1,2,43,5,2,56,60,54,44,51,55,59,,,,,,2,1,2,1,2,,,,,,,,,,4.2577133,,,,,
dlpfc,17,0,24,1,2,44,5,2,60,56,72,60,53,66,69,,,,,,1,2,1,2,1,,,,,,,,,,1.244107124,,,,,
dlpfc,17,0,24,1,2,45,5,3,60,64,55,76,61,74,57,,,,,,2,2,2,1,1,,,,,,,,,,0.4701838,,,,,
dlpfc,17,0,24,1,2,46,5,1,32,40,24,42,29,33,45,,,,,,1,1,1,2,2,,,,,,,,,,1.48814101,,,,,
dlpfc,17,0,24,1,2,47,10,2,60,80,51,66,76,77,64,64,77,72,73,56,1,1,2,2,1,1,2,2,1,1,,,,,0.4363395,0.5394345,0.4742286,2.1492897,1.498038044,1.250603085
dlpfc,17,0,24,1,2,48,10,2,48,40,62,25,44,51,50,48,51,35,45,47,1,2,1,2,1,2,1,2,1,2,,,,,0.5558776,1.1488983,0.4275459,0.5024479,0.4124378,0.4124378
dlpfc,17,0,24,1,2,49,10,2,40,20,33,20,8,50,21,24,39,15,25,49,1,2,2,1,2,2,1,2,2,1,,,,,0.5225183,3.7427528,4.56489,0.2938361,0.4567105,0.4567105
dlpfc,17,0,24,1,2,50,10,1,36,40,43,31,30,27,41,34,43,34,40,34,1,1,2,1,1,2,1,1,2,1,,,,,3.6406849,1.472534204,0.1498968,0.8785525,3.834354,3.834354
dlpfc,17,0,24,1,2,51,5,2,40,60,79,68,36,30,50,,,,,,2,2,1,1,2,,,,,,,,,,2.851006,,,,,
dlpfc,17,0,24,1,2,52,10,2,60,48,30,55,70,60,57,43,57,51,67,51,1,2,1,2,1,2,1,2,1,2,,,,,0.6488052,0.6432497,0.4796456,0.5922301,0.3721472,0.3721472
dlpfc,17,0,24,1,2,53,5,3,60,40,70,36,41,34,77,,,,,,1,2,2,2,1,,,,,,,,,,1.301789493,,,,,
dlpfc,17,0,24,1,2,54,10,1,60,52,62,57,53,54,40,52,82,50,55,63,1,2,1,1,2,1,1,2,1,1,,,,,2.5688466,0.3363505,0.9160849,1.5710872,0.1745936,0.1745936
dlpfc,17,0,24,1,2,55,10,2,52,40,54,43,40,48,45,31,41,50,56,51,1,2,1,2,1,2,1,2,1,2,,,,,0.4575954,0.454526,0.24476,0.3649739,0.2371117,0.2371117
dlpfc,17,0,24,1,2,56,5,2,64,60,83,71,60,61,73,,,,,,1,2,2,1,2,,,,,,,,,,1.69407568,,,,,
dlpfc,17,0,24,1,2,57,10,2,60,72,65,49,58,70,58,58,79,51,57,73,2,1,1,2,1,1,2,1,1,2,,,,,0.2431588,1.738464453,1.697587171,0.0510339,0.1704753,0.1704753
dlpfc,17,0,24,1,2,58,5,2,72,60,53,60,49,66,76,,,,,,2,1,2,1,2,,,,,,,,,,4.6826947,,,,,
dlpfc,17,0,24,1,2,59,5,3,48,40,39,49,46,42,42,,,,,,2,1,2,2,1,,,,,,,,,,1.183044653,,,,,
dlpfc,17,0,24,1,2,60,10,1,32,40,24,33,34,45,54,32,21,49,37,26,1,2,1,1,2,1,1,2,1,1,,,,,1.9555545,0.1650521,0.774271,0.7540181,0.2014832,0.2014832
dlpfc,17,0,24,1,2,61,10,1,52,40,39,77,55,41,27,42,35,46,56,51,1,1,1,2,2,2,1,1,1,2,,,,,0.3140738,2.4695777,0.3600407,1.0325149,2.9829564,2.9829564
dlpfc,17,0,24,1,2,62,5,1,60,40,65,35,59,51,45,,,,,,1,2,1,1,2,,,,,,,,,,1.459923807,,,,,
dlpfc,17,0,24,1,2,63,10,2,72,60,62,59,61,74,67,57,69,61,63,51,2,2,1,1,2,2,1,1,2,2,,,,,0.3343533,0.962974,0.3011442,0.5607665,0.1752977,0.1752977
dlpfc,17,0,24,1,2,64,5,2,40,60,39,66,35,68,36,,,,,,1,2,1,2,1,,,,,,,,,,0.7726991,,,,,
dlpfc,17,0,24,1,2,65,10,2,60,64,70,61,57,61,56,72,67,63,56,50,1,2,1,2,1,2,1,2,1,2,,,,,2.3027778,0.5134846,0.4635232,0.4157903,1.1937248,1.1937248
dlpfc,17,0,24,1,2,66,10,2,36,40,30,39,41,25,41,40,28,32,29,31,2,1,2,1,2,1,2,1,2,1,,,,,0.4729021,0.3773791,0.4977536,0.2883192,0.4133824,0.4133824
dlpfc,17,0,24,1,2,67,5,1,48,40,33,51,44,59,48,,,,,,1,1,2,1,1,,,,,,,,,,1.243746386,,,,,
dlpfc,17,0,24,1,2,68,5,2,60,68,73,40,61,63,58,,,,,,2,1,1,2,1,,,,,,,,,,1.555118632,,,,,
dlpfc,17,0,24,1,2,69,10,2,40,20,31,37,40,43,16,18,27,50,36,17,2,2,1,1,2,2,1,1,2,2,,,,,0.3954414,0.7065531,0.3171259,1.3915659,4.9152676,4.9152676
dlpfc,17,0,24,1,2,70,5,2,32,40,25,34,36,49,46,,,,,,2,1,1,2,2,,,,,,,,,,1.899259378,,,,,
dlpfc,17,0,24,1,2,71,5,2,40,48,44,34,40,48,40,,,,,,2,2,1,1,2,,,,,,,,,,1.383594291,,,,,
dlpfc,17,0,24,1,2,72,10,2,44,40,46,43,42,33,57,38,27,40,30,40,2,1,2,1,2,1,2,1,2,1,,,,,1.4495941,4.5171055,0.4826195,0.2864535,0.2897235,0.2897235
dlpfc,17,0,24,1,2,73,5,1,28,40,11,19,39,38,34,,,,,,1,1,1,2,2,,,,,,,,,,0.955056,,,,,
dlpfc,17,0,24,1,2,74,5,2,60,52,69,53,55,61,43,,,,,,2,1,2,1,2,,,,,,,,,,3.6925797,,,,,
dlpfc,17,0,24,1,2,75,10,2,40,32,21,40,28,33,19,26,30,48,30,43,2,1,2,1,2,1,2,1,2,1,,,,,0.3679416,0.3140386,0.3191656,0.2919974,0.3390666,0.3390666
dlpfc,17,0,24,1,2,76,5,2,60,56,53,63,54,59,49,,,,,,2,2,1,1,2,,,,,,,,,,1.6551352,,,,,
dlpfc,17,0,24,1,2,77,5,3,68,60,58,61,57,59,72,,,,,,2,1,2,2,1,,,,,,,,,,1.020754204,,,,,
dlpfc,17,0,24,1,2,78,5,2,48,60,49,38,50,49,70,,,,,,2,1,1,2,1,,,,,,,,,,1.631819667,,,,,
dlpfc,17,0,24,1,2,79,5,2,60,72,65,66,71,52,73,,,,,,2,1,2,1,2,,,,,,,,,,0.4574294,,,,,
dlpfc,17,0,24,1,2,80,10,2,28,40,45,54,23,22,28,45,36,39,50,35,2,2,1,1,2,2,1,1,2,2,,,,,0.3569723,0.6987055,0.3128704,4.7320536,1.8499916,1.8499916
dlpfc,17,0,24,1,2,81,5,3,60,80,52,91,83,65,57,,,,,,1,2,2,2,1,,,,,,,,,,4.3224221,,,,,
dlpfc,17,0,24,1,2,82,5,2,60,48,66,41,59,36,70,,,,,,1,2,1,2,1,,,,,,,,,,1.319014359,,,,,
dlpfc,17,0,24,1,2,83,10,3,40,20,21,14,38,33,12,41,9,26,25,13,2,2,1,2,2,1,2,2,1,2,,,,,0.7559038,3.7487171,0.0614055,0.7735573,1.2510582,1.2510582
dlpfc,17,0,24,1,2,84,10,2,40,52,47,50,50,35,34,51,58,50,72,48,1,2,2,1,2,2,1,2,2,1,,,,,0.2546087,1.964681777,1.0640472,0.0697394,1.8648719,1.8648719
dlpfc,17,0,24,1,2,85,10,3,28,40,19,35,32,50,30,33,27,42,43,33,1,2,2,2,1,1,1,2,2,2,,,,,3.7552326,0.1007929,1.251679614,3.7500701,0.0630063,0.0630063
dlpfc,17,0,24,1,2,86,5,2,68,60,53,75,58,58,69,,,,,,1,1,2,2,1,,,,,,,,,,1.117773634,,,,,
dlpfc,17,0,24,1,2,87,5,2,52,60,50,61,73,64,58,,,,,,1,1,2,2,1,,,,,,,,,,1.928237802,,,,,
dlpfc,17,0,24,1,2,88,10,2,48,40,27,54,67,43,59,44,48,53,41,32,2,1,1,2,1,1,2,1,1,2,,,,,0.327772164,2.5489008,1.428208275,0.4895399,0.1880841,0.1880841
dlpfc,17,0,24,1,2,89,5,3,48,40,37,43,66,47,35,,,,,,2,2,1,2,2,,,,,,,,,,1.134080718,,,,,
dlpfc,17,0,24,1,2,90,10,1,60,56,67,52,54,65,58,54,61,58,66,72,1,1,1,2,2,2,1,1,1,2,,,,,0.4357102,1.5385124,0.2391531,0.2137714,1.980176426,1.980452268
dlpfc,17,0,24,1,2,91,10,1,52,40,57,55,48,52,45,71,59,36,36,54,1,1,2,1,2,1,1,2,1,1,,,,,1.7046358,1.660422659,1.667853351,0.3910389,0.1085878,0.1085878
dlpfc,17,0,24,1,2,92,5,3,52,40,34,50,45,27,44,,,,,,1,2,2,2,1,,,,,,,,,,1.2300216,,,,,
dlpfc,17,0,24,1,2,93,5,2,48,60,45,62,41,51,45,,,,,,1,2,1,2,1,,,,,,,,,,1.581582446,,,,,
dlpfc,17,0,24,1,2,94,10,1,32,40,23,42,31,33,30,28,17,53,19,31,1,2,1,1,2,1,1,2,1,1,,,,,2.6121553,0.0967678,1.5677142,0.6381764,0.1240499,0.1240499
dlpfc,17,0,24,1,2,95,5,2,44,40,36,40,46,49,39,,,,,,2,1,1,2,1,,,,,,,,,,1.596670719,,,,,
dlpfc,17,0,24,1,2,96,10,2,60,72,65,63,58,79,67,56,70,58,62,80,2,1,1,2,1,1,2,1,1,2,,,,,0.435010428,1.4769501,1.3068242,0.0798125,0.3708899,0.3708899
dlpfc,17,0,24,1,2,97,10,2,60,40,50,63,32,42,60,77,44,45,52,46,1,1,2,2,1,1,2,2,1,1,,,,,0.2089011,0.6461062,0.2024822,0.4873067,0.124114,0.124114
dlpfc,17,0,24,1,2,98,5,3,48,60,61,70,53,52,57,,,,,,2,2,2,1,1,,,,,,,,,,0.2157572,,,,,
dlpfc,17,0,24,1,2,99,5,2,60,72,39,62,75,66,71,,,,,,1,2,1,2,1,,,,,,,,,,0.8650276,,,,,
dlpfc,17,0,24,1,2,100,10,1,72,60,73,61,71,53,53,47,86,76,73,55,1,1,1,2,2,2,1,1,1,2,,,,,0.0792653,0.5406027,0.3319758,0.1330239,3.0757709,3.0757709
dlpfc,17,0,24,1,2,101,10,1,44,40,41,39,57,42,42,49,41,50,37,50,1,1,2,1,2,1,1,2,1,1,,,,,1.967620579,0.311163363,1.426993521,2.6334835,0.0551129,0.0551129
dlpfc,17,0,24,1,2,102,10,3,40,60,41,63,30,47,50,50,61,61,40,69,1,2,2,2,1,2,2,2,1,2,,,,,1.502988922,0.1299434,0.0983238,4.0623168,4.480436,4.480436
dlpfc,17,0,24,1,2,103,10,1,64,60,61,59,61,64,53,65,71,71,49,67,1,1,2,1,1,2,1,1,2,1,,,,,2.1276619,1.73018514,0.0919626,2.4719619,1.909370583,1.814151438
dlpfc,17,0,24,1,2,104,10,1,60,52,44,63,56,54,46,59,60,58,41,57,2,1,1,1,2,1,1,1,2,1,,,,,3.0671246,0.2191342,0.7242134,1.030399873,1.199742,1.199742
dlpfc,17,0,24,1,2,105,5,1,40,48,44,41,57,26,30,,,,,,1,1,2,1,1,,,,,,,,,,1.964598987,,,,,
dlpfc,17,0,24,1,2,106,5,2,60,68,62,70,70,67,65,,,,,,1,2,2,1,2,,,,,,,,,,1.782101374,,,,,
dlpfc,17,0,24,1,2,107,5,1,40,28,44,38,24,28,51,,,,,,1,1,2,1,1,,,,,,,,,,3.4288285,,,,,
dlpfc,17,0,24,1,2,108,10,1,60,40,73,52,54,30,26,37,69,61,74,27,1,1,1,2,2,2,1,1,1,2,,,,,0.2150073,2.6832028,0.12274,0.0831068,0.3285784,0.3285784
dlpfc,17,0,24,1,2,109,10,1,60,40,62,28,49,58,28,43,70,37,46,76,1,2,1,1,2,1,1,2,1,1,,,,,1.870314213,0.0922069,1.122088628,0.6923215,0.2434446,0.2434446
dlpfc,17,0,24,1,2,110,10,2,20,40,67,2,5,39,21,22,31,30,29,45,2,1,1,2,1,1,2,1,1,2,,,,,0.07497,1.7807781,0.743975,0.0545344,0.3041245,0.3041245
dlpfc,17,0,24,1,2,111,10,1,40,20,39,33,55,36,21,36,37,10,45,41,1,2,1,1,2,1,1,2,1,1,,,,,4.9705481,0.281502155,1.7098325,1.4619102,0.293809478,0.291048476
dlpfc,17,0,24,1,2,112,10,2,60,52,67,60,51,65,63,51,52,56,59,65,1,1,2,2,1,1,2,2,1,1,,,,,0.1282522,0.4209375,0.1078525,1.0565571,0.202458087,0.397667451
dlpfc,17,0,24,1,2,113,10,2,48,40,41,31,57,34,44,36,56,51,50,54,1,2,1,2,1,2,1,2,1,2,,,,,1.0696741,0.3435581,0.2702714,0.2985716,1.791415,1.791415
dlpfc,17,0,24,1,2,114,10,3,36,40,29,49,39,34,45,36,47,28,44,48,2,1,2,2,1,2,2,1,2,2,,,,,4.8903175,0.0507317,0.7661516,3.7564225,0.263925244,0.422090195
dlpfc,17,0,24,1,2,115,5,3,64,60,63,57,70,71,61,,,,,,2,2,1,2,2,,,,,,,,,,1.764592719,,,,,
dlpfc,17,0,24,1,2,116,10,1,40,60,60,26,54,38,64,34,45,47,62,44,2,1,1,1,2,1,1,1,2,1,,,,,1.142630486,0.3500484,0.3571314,1.528571684,0.4067577,0.4067577
dlpfc,17,0,24,1,2,117,5,2,40,32,50,18,33,47,24,,,,,,1,2,2,1,2,,,,,,,,,,1.628125593,,,,,
dlpfc,17,0,24,1,2,118,10,1,60,80,54,54,75,61,66,86,67,42,74,59,1,1,2,1,1,2,1,1,2,1,,,,,1.9165559,2.0000861,0.0845951,0.9021531,0.8072496,0.8072496
dlpfc,17,0,24,1,2,119,5,3,52,40,32,54,36,46,47,,,,,,2,1,2,2,1,,,,,,,,,,1.120202493,,,,,
dlpfc,17,0,24,1,2,120,5,2,44,40,52,49,40,31,33,,,,,,1,1,2,2,2,,,,,,,,,,1.754053362,,,,,
dlpfc,17,0,24,1,2,121,5,1,48,40,49,61,41,51,52,,,,,,1,1,2,1,1,,,,,,,,,,1.821972218,,,,,
dlpfc,17,0,24,1,2,122,5,2,60,48,60,44,58,51,61,,,,,,1,2,1,2,1,,,,,,,,,,1.997476176,,,,,
dlpfc,17,0,24,1,2,123,5,1,68,60,66,56,66,71,71,,,,,,1,1,1,2,2,,,,,,,,,,1.427206727,,,,,
dlpfc,17,0,24,1,2,124,5,1,60,40,66,31,61,51,62,,,,,,1,2,1,1,1,,,,,,,,,,1.36407739,,,,,
dlpfc,17,0,24,1,2,125,5,2,40,28,24,8,34,39,34,,,,,,2,2,1,1,2,,,,,,,,,,1.591175644,,,,,
dlpfc,17,0,24,1,2,126,10,1,60,72,36,74,66,68,73,73,62,67,75,64,1,2,1,1,2,2,1,1,2,2,,,,,0.262992223,2.7048216,0.2234239,1.362291,0.0604933,0.0604933
dlpfc,17,0,24,1,2,127,5,2,20,40,14,15,45,39,18,,,,,,1,1,2,2,1,,,,,,,,,,3.0685686,,,,,
dlpfc,17,0,24,1,2,128,5,2,60,48,62,36,53,51,50,,,,,,1,2,1,2,1,,,,,,,,,,1.394836,,,,,
dlpfc,17,0,24,1,2,129,10,3,80,60,67,83,60,63,99,76,47,82,69,55,2,1,2,2,1,2,2,1,2,2,,,,,1.739121751,1.2469999,1.810600832,1.6771045,0.1192764,0.1192764
dlpfc,17,0,24,1,2,130,5,2,60,80,85,52,73,73,69,,,,,,2,1,2,1,2,,,,,,,,,,3.6498142,,,,,
dlpfc,17,0,24,1,2,131,5,2,20,40,13,37,7,40,14,,,,,,1,2,1,2,1,,,,,,,,,,1.118611132,,,,,
dlpfc,17,0,24,1,2,132,5,2,40,60,42,53,67,53,49,,,,,,1,1,2,2,1,,,,,,,,,,3.0186608,,,,,
dlpfc,17,0,24,1,2,133,5,2,40,32,39,24,31,36,45,,,,,,1,1,2,2,1,,,,,,,,,,1.9480294,,,,,
dlpfc,17,0,24,1,2,134,5,3,40,28,40,18,33,29,41,,,,,,1,2,2,2,1,,,,,,,,,,2.2949292,,,,,
dlpfc,17,0,24,1,2,135,10,2,52,60,49,47,46,59,49,67,59,62,54,40,1,2,1,2,1,2,1,2,1,2,,,,,0.4207177,0.6811641,0.3087048,0.4401054,0.2625264,0.2625264
dlpfc,17,0,24,1,2,136,5,2,40,36,37,31,44,42,35,,,,,,1,1,2,2,1,,,,,,,,,,0.8894178,,,,,
dlpfc,17,0,24,1,2,137,10,1,60,80,59,56,52,61,74,77,58,53,65,79,1,1,1,2,2,2,1,1,1,2,,,,,0.1335254,1.4312539,0.164821,0.1979102,3.0865463,3.0865463
dlpfc,17,0,24,1,2,138,10,3,44,40,45,36,30,36,32,46,42,44,37,57,1,2,2,2,1,2,2,2,1,2,,,,,1.604358809,0.1672952,0.0775563,1.392853,1.783983636,1.558712604
dlpfc,17,0,24,1,2,139,10,1,60,40,53,51,61,57,39,56,47,39,76,66,1,2,1,1,2,1,1,2,1,1,,,,,2.0280787,0.0531418,3.4957896,0.4214601,0.37321725,0.285581847
dlpfc,17,0,24,1,2,140,10,1,60,56,54,58,62,53,56,61,68,67,74,57,2,1,1,1,2,1,1,1,2,1,,,,,2.9654747,0.5095495,0.3472466,1.717860273,1.2712432,1.2712432
dlpfc,17,0,24,1,2,141,5,2,80,60,72,89,60,81,72,,,,,,2,1,2,1,2,,,,,,,,,,0.7400481,,,,,
dlpfc,17,0,24,1,2,142,10,2,60,64,62,65,67,52,47,47,60,68,72,62,2,1,2,1,2,1,2,1,2,1,,,,,0.7298871,0.5034092,0.4427311,0.3504169,3.5164379,3.5164379
dlpfc,17,0,24,1,2,143,10,2,52,60,57,60,74,53,52,60,56,70,51,56,1,2,2,1,2,2,1,2,2,1,,,,,0.1653261,1.511543984,0.9756548,0.302225212,0.398087,0.398087
dlpfc,17,0,24,1,2,144,5,2,60,68,62,58,53,60,66,,,,,,2,2,1,1,2,,,,,,,,,,2.4267963,,,,,
dlpfc,17,0,24,1,2,145,5,2,60,40,48,54,42,50,39,,,,,,2,1,2,1,2,,,,,,,,,,3.1673253,,,,,
dlpfc,17,0,24,1,2,146,5,2,36,40,41,39,39,43,44,,,,,,2,1,2,1,2,,,,,,,,,,1.323936,,,,,
dlpfc,17,0,24,1,2,147,10,3,60,56,56,69,63,66,70,52,51,60,50,74,2,2,2,1,2,2,2,1,2,2,,,,,0.3093268,0.0841819,1.5367029,1.159360845,0.428663979,0.499837808
dlpfc,17,0,24,1,2,148,10,1,40,44,49,37,44,46,52,43,32,41,49,45,2,1,1,1,2,1,1,1,2,1,,,,,0.9818429,0.1828755,0.154561,4.4440286,0.4515564,0.4515564
dlpfc,17,0,24,1,2,149,10,1,40,44,46,62,52,43,44,36,52,46,32,49,1,2,1,1,2,1,1,2,1,1,,,,,3.101948,0.1147156,1.5389651,0.368839,0.1838899,0.1838899
dlpfc,17,0,24,1,2,150,5,1,56,60,56,39,66,51,59,,,,,,1,1,1,2,2,,,,,,,,,,1.218406922,,,,,
dlpfc,17,0,24,1,2,151,10,3,68,60,68,58,56,74,77,63,57,64,60,60,1,2,2,2,1,2,2,2,1,2,,,,,1.9729004,0.0928423,0.0948236,1.870345574,1.458532551,1.684968338
dlpfc,17,0,24,1,2,152,5,2,40,60,38,61,56,61,44,,,,,,1,2,1,2,1,,,,,,,,,,2.0022673,,,,,
dlpfc,17,0,24,1,2,153,5,2,56,60,63,56,63,52,53,,,,,,1,2,2,1,2,,,,,,,,,,1.530554554,,,,,
dlpfc,17,0,24,1,2,154,10,2,40,52,66,47,52,46,53,46,51,39,51,45,2,1,2,1,2,1,2,1,2,1,,,,,0.2642184,0.3568426,0.3628231,0.3887506,0.4296529,0.4296529
dlpfc,17,0,24,1,2,155,10,2,60,80,87,63,49,76,68,51,70,52,52,94,2,1,1,2,1,1,2,1,1,2,,,,,0.0596165,1.9821036,1.217784478,0.25897532,0.5537616,0.5537616
dlpfc,17,0,24,1,2,156,5,3,40,32,36,42,31,41,32,,,,,,2,2,2,1,1,,,,,,,,,,1.445872895,,,,,
dlpfc,17,0,24,1,2,157,5,1,60,72,63,63,54,78,72,,,,,,1,1,1,2,2,,,,,,,,,,1.636492827,,,,,
dlpfc,17,0,24,1,2,158,10,2,68,60,59,84,66,74,48,65,71,72,63,64,2,1,2,1,2,1,2,1,2,1,,,,,0.1859446,0.2723349,0.2883849,0.2290851,0.2423572,0.2423572
dlpfc,17,0,24,1,2,159,10,1,28,40,36,28,31,29,40,30,37,6,39,26,2,1,1,1,2,1,1,1,2,1,,,,,2.6752827,0.2637328,1.1944004,2.2565795,0.3438317,0.3438317
dlpfc,17,0,24,1,2,160,5,2,60,56,65,57,71,60,51,,,,,,1,2,1,2,1,,,,,,,,,,0.5150056,,,,,
dlpfc,17,0,24,1,2,161,10,3,60,68,72,72,70,82,66,56,65,77,63,77,2,2,1,2,2,1,2,2,1,2,,,,,1.5871163,2.9842124,0.0674122,0.3129307,4.5546875,4.5546875
dlpfc,17,0,24,1,2,162,5,2,40,28,36,25,48,22,40,,,,,,2,1,1,2,1,,,,,,,,,,3.4172542,,,,,
dlpfc,17,0,24,1,2,163,10,3,60,80,73,47,78,89,64,76,67,45,71,83,2,1,2,2,1,2,2,1,2,2,,,,,3.0687712,0.368261186,0.3444172,0.8676693,0.485098426,0.29013779
dlpfc,17,0,24,1,2,164,10,2,80,60,91,79,59,48,86,76,61,51,83,77,1,1,2,2,1,1,2,2,1,1,,,,,0.1892396,0.3364903,0.1226877,0.2509985,0.1180195,0.1180195
dlpfc,17,0,24,1,2,165,10,2,40,48,47,49,47,59,30,34,44,30,45,44,2,1,1,2,1,1,2,1,1,2,,,,,0.212012353,1.737846768,1.5718966,0.368656814,0.2666868,0.2666868
dlpfc,17,0,24,1,2,166,5,3,28,40,18,27,41,46,28,,,,,,1,2,2,2,1,,,,,,,,,,1.296968823,,,,,
dlpfc,17,0,24,1,2,167,5,3,40,20,26,32,37,22,9,,,,,,2,2,1,2,2,,,,,,,,,,1.609430259,,,,,
dlpfc,17,0,24,1,2,168,10,3,40,48,35,44,36,45,29,45,48,41,58,42,2,2,2,1,1,1,2,2,2,1,,,,,0.464751763,2.2553268,0.1274983,1.3182449,3.8949199,3.8949199
dlpfc,17,0,24,1,2,169,10,3,20,40,41,4,39,41,23,43,47,19,28,35,2,1,2,2,1,2,2,1,2,2,,,,,4.4336934,0.438033207,1.7695356,0.3990881,0.286902702,0.32243785
dlpfc,17,0,24,1,2,170,10,2,60,40,49,57,42,77,45,53,51,61,36,57,2,1,2,1,2,1,2,1,2,1,,,,,0.3430687,0.3236808,0.2665669,0.3332185,0.1930847,0.1930847
dlpfc,17,0,24,1,2,171,10,2,60,56,47,66,56,56,59,57,62,62,44,65,2,1,1,2,1,1,2,1,1,2,,,,,0.456892547,4.9401925,0.6287043,0.478658922,0.2951124,0.2951124
dlpfc,17,0,24,1,2,172,5,1,60,80,79,85,74,51,69,,,,,,1,2,1,1,2,,,,,,,,,,1.739101873,,,,,
dlpfc,17,0,24,1,2,173,10,3,60,72,69,67,64,69,44,46,71,68,77,72,2,2,2,1,1,1,2,2,2,1,,,,,0.1693711,0.4143086,0.3219119,0.0815441,0.126162,0.126162
dlpfc,17,0,24,1,2,174,5,2,28,40,32,24,33,19,42,,,,,,1,2,2,1,2,,,,,,,,,,1.89314121,,,,,
dlpfc,17,0,24,1,2,175,10,3,32,40,38,40,36,29,57,40,59,33,32,30,2,2,1,2,2,1,2,2,1,2,,,,,1.6221845,1.395505806,0.363180484,0.1772255,0.681823,0.681823
dlpfc,17,0,24,1,2,176,10,3,40,60,48,54,33,72,59,47,48,52,28,59,2,2,1,2,2,1,2,2,1,2,,,,,0.4399573,1.815910998,0.384103136,0.13657,0.5136745,0.5136745
dlpfc,17,0,24,1,2,177,5,3,40,44,48,43,44,33,32,,,,,,2,2,2,1,1,,,,,,,,,,1.549034741,,,,,
dlpfc,17,0,24,1,2,178,5,2,52,40,64,43,27,63,39,,,,,,1,2,2,1,2,,,,,,,,,,4.9759444,,,,,
dlpfc,17,0,24,1,2,179,10,3,60,48,51,52,44,62,62,75,42,50,51,53,2,2,2,1,1,1,2,2,2,1,,,,,0.1851014,1.0511904,0.1815119,1.0000512,1.809965311,1.051527831
dlpfc,17,0,24,1,2,180,10,1,40,36,42,26,41,22,29,31,50,53,40,40,1,1,1,2,2,2,1,1,1,2,,,,,0.4020623,1.5877011,0.2915598,0.5921914,4.1226039,4.1226039
dlpfc,17,0,24,1,2,181,5,2,44,40,44,37,42,41,45,,,,,,2,1,2,1,2,,,,,,,,,,0.5907831,,,,,
dlpfc,17,0,24,1,2,182,5,2,40,28,37,45,39,29,42,,,,,,2,1,1,2,1,,,,,,,,,,1.491287691,,,,,
